"","experiment","trial","agent","phase","slide","distribution","target1","target2","target3","item_l","item_m","item_r","correctItem","pick","pickPos","pickCat","correct_item","correct_target1","correct_target2","correct_target3","lastInputCat","same_lastInput","workerid"
"513","distribution",2,"Bear","training","2","c(4, 2, 0)","vehicles","fruits","instruments","banana","trumpet","truck","truck","truck","item_r","vehicles",1,NA,NA,NA,NA,NA,"63617dbdefadc9ea19bb218b33d48c7b"
"514","distribution",2,"Bear","training","3","c(4, 2, 0)","vehicles","fruits","instruments","apple","train","flute","apple","apple","item_l","fruits",1,NA,NA,NA,NA,NA,"63617dbdefadc9ea19bb218b33d48c7b"
"515","distribution",2,"Bear","training","4","c(4, 2, 0)","vehicles","fruits","instruments","car","piano","orange","car","car","item_l","vehicles",1,NA,NA,NA,NA,NA,"63617dbdefadc9ea19bb218b33d48c7b"
"516","distribution",2,"Bear","training","5","c(4, 2, 0)","vehicles","fruits","instruments","airplane","xylophone","grapes","grapes","grapes","item_r","fruits",1,NA,NA,NA,NA,NA,"63617dbdefadc9ea19bb218b33d48c7b"
"517","distribution",2,"Bear","training","6","c(4, 2, 0)","vehicles","fruits","instruments","guitar","motorbike","melon","motorbike","motorbike","item_m","vehicles",1,NA,NA,NA,NA,NA,"63617dbdefadc9ea19bb218b33d48c7b"
"518","distribution",2,"Bear","test","choice","c(4, 2, 0)","vehicles","fruits","instruments","boat","drum","pineapple",NA,"pineapple","item_r","fruits",NA,0,1,0,"vehicles",0,"63617dbdefadc9ea19bb218b33d48c7b"
"519","distribution",3,"Monkey","training","1","c(6, 0, 0)","fruits","instruments","clothes","strawberry","skirt","flute","strawberry","strawberry","item_l","fruits",1,NA,NA,NA,NA,NA,"63617dbdefadc9ea19bb218b33d48c7b"
"520","distribution",3,"Monkey","training","2","c(6, 0, 0)","fruits","instruments","clothes","banana","dress","trumpet","banana","banana","item_l","fruits",1,NA,NA,NA,NA,NA,"63617dbdefadc9ea19bb218b33d48c7b"
"521","distribution",3,"Monkey","training","3","c(6, 0, 0)","fruits","instruments","clothes","shoes","drum","orange","orange","orange","item_r","fruits",1,NA,NA,NA,NA,NA,"63617dbdefadc9ea19bb218b33d48c7b"
"522","distribution",3,"Monkey","training","4","c(6, 0, 0)","fruits","instruments","clothes","grapes","socks","guitar","grapes","grapes","item_l","fruits",1,NA,NA,NA,NA,NA,"63617dbdefadc9ea19bb218b33d48c7b"
"523","distribution",3,"Monkey","training","5","c(6, 0, 0)","fruits","instruments","clothes","piano","apple","shirt","apple","apple","item_m","fruits",1,NA,NA,NA,NA,NA,"63617dbdefadc9ea19bb218b33d48c7b"
"524","distribution",3,"Monkey","training","6","c(6, 0, 0)","fruits","instruments","clothes","jacket","violin","pineapple","pineapple","pineapple","item_r","fruits",1,NA,NA,NA,NA,NA,"63617dbdefadc9ea19bb218b33d48c7b"
"525","distribution",3,"Monkey","test","choice","c(6, 0, 0)","fruits","instruments","clothes","xylophone","melon","pants",NA,"melon","item_m","fruits",NA,1,0,0,"fruits",1,"63617dbdefadc9ea19bb218b33d48c7b"
"526","distribution",4,"Dog","training","1","c(2, 2, 2)","instruments","clothes","furniture","pants","table","guitar","guitar","guitar","item_r","instruments",1,NA,NA,NA,NA,NA,"63617dbdefadc9ea19bb218b33d48c7b"
"527","distribution",4,"Dog","training","2","c(2, 2, 2)","instruments","clothes","furniture","flute","drawer","shoes","drawer","drawer","item_m","furniture",1,NA,NA,NA,NA,NA,"63617dbdefadc9ea19bb218b33d48c7b"
"528","distribution",4,"Dog","training","3","c(2, 2, 2)","instruments","clothes","furniture","piano","jacket","bed","jacket","jacket","item_m","clothes",1,NA,NA,NA,NA,NA,"63617dbdefadc9ea19bb218b33d48c7b"
"529","distribution",4,"Dog","training","4","c(2, 2, 2)","instruments","clothes","furniture","skirt","closet","drum","skirt","skirt","item_l","clothes",1,NA,NA,NA,NA,NA,"63617dbdefadc9ea19bb218b33d48c7b"
"530","distribution",4,"Dog","training","5","c(2, 2, 2)","instruments","clothes","furniture","dress","sofa","trumpet","sofa","sofa","item_m","furniture",1,NA,NA,NA,NA,NA,"63617dbdefadc9ea19bb218b33d48c7b"
"531","distribution",4,"Dog","training","6","c(2, 2, 2)","instruments","clothes","furniture","socks","stool","xylophone","xylophone","xylophone","item_r","instruments",1,NA,NA,NA,NA,NA,"63617dbdefadc9ea19bb218b33d48c7b"
"532","distribution",4,"Dog","test","choice","c(2, 2, 2)","instruments","clothes","furniture","shirt","lamp","violin",NA,"lamp","item_m","furniture",NA,0,0,1,"instruments",0,"63617dbdefadc9ea19bb218b33d48c7b"
"533","distribution",5,"Beaver","training","1","c(4, 2, 0)","clothes","furniture","mammals","dog","table","skirt","table","table","item_m","furniture",1,NA,NA,NA,NA,NA,"63617dbdefadc9ea19bb218b33d48c7b"
"534","distribution",5,"Beaver","training","2","c(4, 2, 0)","clothes","furniture","mammals","drawer","jacket","monkey","jacket","jacket","item_m","clothes",1,NA,NA,NA,NA,NA,"63617dbdefadc9ea19bb218b33d48c7b"
"535","distribution",5,"Beaver","training","3","c(4, 2, 0)","clothes","furniture","mammals","lamp","bear","shoes","shoes","shoes","item_r","clothes",1,NA,NA,NA,NA,NA,"63617dbdefadc9ea19bb218b33d48c7b"
"536","distribution",5,"Beaver","training","4","c(4, 2, 0)","clothes","furniture","mammals","horse","dress","closet","dress","dress","item_m","clothes",1,NA,NA,NA,NA,NA,"63617dbdefadc9ea19bb218b33d48c7b"
"537","distribution",5,"Beaver","training","5","c(4, 2, 0)","clothes","furniture","mammals","elephant","sofa","pants","pants","pants","item_r","clothes",1,NA,NA,NA,NA,NA,"63617dbdefadc9ea19bb218b33d48c7b"
"538","distribution",5,"Beaver","training","6","c(4, 2, 0)","clothes","furniture","mammals","shirt","cat","stool","stool","stool","item_r","furniture",1,NA,NA,NA,NA,NA,"63617dbdefadc9ea19bb218b33d48c7b"
"539","distribution",5,"Beaver","test","choice","c(4, 2, 0)","clothes","furniture","mammals","chair","socks","cow",NA,"chair","item_l","furniture",NA,0,1,0,"furniture",1,"63617dbdefadc9ea19bb218b33d48c7b"
"540","distribution",6,"Cat","training","1","c(6, 0, 0)","furniture","mammals","vehicles","elephant","stool","boat","stool","stool","item_m","furniture",1,NA,NA,NA,NA,NA,"63617dbdefadc9ea19bb218b33d48c7b"
"541","distribution",6,"Cat","training","2","c(6, 0, 0)","furniture","mammals","vehicles","table","motorbike","horse","table","table","item_l","furniture",1,NA,NA,NA,NA,NA,"63617dbdefadc9ea19bb218b33d48c7b"
"542","distribution",6,"Cat","training","3","c(6, 0, 0)","furniture","mammals","vehicles","monkey","closet","train","closet","closet","item_m","furniture",1,NA,NA,NA,NA,NA,"63617dbdefadc9ea19bb218b33d48c7b"
"543","distribution",6,"Cat","training","4","c(6, 0, 0)","furniture","mammals","vehicles","chair","airplane","bear","chair","chair","item_l","furniture",1,NA,NA,NA,NA,NA,"63617dbdefadc9ea19bb218b33d48c7b"
"544","distribution",6,"Cat","training","5","c(6, 0, 0)","furniture","mammals","vehicles","car","sofa","dog","sofa","sofa","item_m","furniture",1,NA,NA,NA,NA,NA,"63617dbdefadc9ea19bb218b33d48c7b"
"545","distribution",6,"Cat","training","6","c(6, 0, 0)","furniture","mammals","vehicles","cat","truck","bed","bed","bed","item_r","furniture",1,NA,NA,NA,NA,NA,"63617dbdefadc9ea19bb218b33d48c7b"
"546","distribution",6,"Cat","test","choice","c(6, 0, 0)","furniture","mammals","vehicles","lamp","cow","bus",NA,"lamp","item_l","furniture",NA,1,0,0,"furniture",1,"63617dbdefadc9ea19bb218b33d48c7b"
"547","distribution",1,"Beaver","training","1","c(4, 2, 0)","clothes","fruits","instruments","melon","trumpet","shirt","shirt","shirt","item_r","clothes",1,NA,NA,NA,NA,NA,"b3d1875b5d01b59f5b4d950f56896580"
"548","distribution",1,"Beaver","training","2","c(4, 2, 0)","clothes","fruits","instruments","dress","xylophone","pineapple","pineapple","pineapple","item_r","fruits",1,NA,NA,NA,NA,NA,"b3d1875b5d01b59f5b4d950f56896580"
"549","distribution",1,"Beaver","training","3","c(4, 2, 0)","clothes","fruits","instruments","banana","shoes","flute","shoes","shoes","item_m","clothes",1,NA,NA,NA,NA,NA,"b3d1875b5d01b59f5b4d950f56896580"
"550","distribution",1,"Beaver","training","4","c(4, 2, 0)","clothes","fruits","instruments","pants","strawberry","piano","strawberry","strawberry","item_m","fruits",1,NA,NA,NA,NA,NA,"b3d1875b5d01b59f5b4d950f56896580"
"551","distribution",1,"Beaver","training","5","c(4, 2, 0)","clothes","fruits","instruments","apple","violin","jacket","jacket","jacket","item_r","clothes",1,NA,NA,NA,NA,NA,"b3d1875b5d01b59f5b4d950f56896580"
"552","distribution",1,"Beaver","training","6","c(4, 2, 0)","clothes","fruits","instruments","skirt","drum","grapes","skirt","skirt","item_l","clothes",1,NA,NA,NA,NA,NA,"b3d1875b5d01b59f5b4d950f56896580"
"553","distribution",1,"Beaver","test","choice","c(4, 2, 0)","clothes","fruits","instruments","guitar","orange","socks",NA,"guitar","item_l","instruments",NA,0,0,1,"clothes",0,"b3d1875b5d01b59f5b4d950f56896580"
"554","distribution",2,"Cat","training","1","c(6, 0, 0)","fruits","instruments","vehicles","guitar","train","melon","melon","melon","item_r","fruits",1,NA,NA,NA,NA,NA,"b3d1875b5d01b59f5b4d950f56896580"
"555","distribution",2,"Cat","training","2","c(6, 0, 0)","fruits","instruments","vehicles","strawberry","motorbike","xylophone","strawberry","strawberry","item_l","fruits",1,NA,NA,NA,NA,NA,"b3d1875b5d01b59f5b4d950f56896580"
"556","distribution",2,"Cat","training","3","c(6, 0, 0)","fruits","instruments","vehicles","apple","trumpet","bus","apple","apple","item_l","fruits",1,NA,NA,NA,NA,NA,"b3d1875b5d01b59f5b4d950f56896580"
"557","distribution",2,"Cat","training","4","c(6, 0, 0)","fruits","instruments","vehicles","car","drum","banana","banana","banana","item_r","fruits",1,NA,NA,NA,NA,NA,"b3d1875b5d01b59f5b4d950f56896580"
"558","distribution",2,"Cat","training","5","c(6, 0, 0)","fruits","instruments","vehicles","orange","boat","flute","orange","orange","item_l","fruits",1,NA,NA,NA,NA,NA,"b3d1875b5d01b59f5b4d950f56896580"
"559","distribution",2,"Cat","training","6","c(6, 0, 0)","fruits","instruments","vehicles","piano","airplane","pineapple","pineapple","pineapple","item_r","fruits",1,NA,NA,NA,NA,NA,"b3d1875b5d01b59f5b4d950f56896580"
"560","distribution",2,"Cat","test","choice","c(6, 0, 0)","fruits","instruments","vehicles","truck","grapes","violin",NA,"violin","item_r","instruments",NA,0,1,0,"fruits",0,"b3d1875b5d01b59f5b4d950f56896580"
"561","distribution",3,"Dog","training","1","c(6, 0, 0)","instruments","vehicles","mammals","monkey","car","xylophone","xylophone","xylophone","item_r","instruments",1,NA,NA,NA,NA,NA,"b3d1875b5d01b59f5b4d950f56896580"
"562","distribution",3,"Dog","training","2","c(6, 0, 0)","instruments","vehicles","mammals","drum","bear","airplane","drum","drum","item_l","instruments",1,NA,NA,NA,NA,NA,"b3d1875b5d01b59f5b4d950f56896580"
"563","distribution",3,"Dog","training","3","c(6, 0, 0)","instruments","vehicles","mammals","elephant","flute","truck","flute","flute","item_m","instruments",1,NA,NA,NA,NA,NA,"b3d1875b5d01b59f5b4d950f56896580"
"564","distribution",3,"Dog","training","4","c(6, 0, 0)","instruments","vehicles","mammals","motorbike","cat","trumpet","trumpet","trumpet","item_r","instruments",1,NA,NA,NA,NA,NA,"b3d1875b5d01b59f5b4d950f56896580"
"565","distribution",3,"Dog","training","5","c(6, 0, 0)","instruments","vehicles","mammals","guitar","boat","dog","guitar","guitar","item_l","instruments",1,NA,NA,NA,NA,NA,"b3d1875b5d01b59f5b4d950f56896580"
"566","distribution",3,"Dog","training","6","c(6, 0, 0)","instruments","vehicles","mammals","piano","train","horse","piano","piano","item_l","instruments",1,NA,NA,NA,NA,NA,"b3d1875b5d01b59f5b4d950f56896580"
"567","distribution",3,"Dog","test","choice","c(6, 0, 0)","instruments","vehicles","mammals","cow","bus","violin",NA,"violin","item_r","instruments",NA,1,0,0,"instruments",1,"b3d1875b5d01b59f5b4d950f56896580"
"568","distribution",4,"Elephant","training","1","c(4, 2, 0)","vehicles","mammals","furniture","lamp","cat","train","cat","cat","item_m","mammals",1,NA,NA,NA,NA,NA,"b3d1875b5d01b59f5b4d950f56896580"
"569","distribution",4,"Elephant","training","2","c(4, 2, 0)","vehicles","mammals","furniture","horse","motorbike","stool","motorbike","motorbike","item_m","vehicles",1,NA,NA,NA,NA,NA,"b3d1875b5d01b59f5b4d950f56896580"
"570","distribution",4,"Elephant","training","3","c(4, 2, 0)","vehicles","mammals","furniture","cow","drawer","airplane","airplane","airplane","item_r","vehicles",1,NA,NA,NA,NA,NA,"b3d1875b5d01b59f5b4d950f56896580"
"571","distribution",4,"Elephant","training","4","c(4, 2, 0)","vehicles","mammals","furniture","boat","closet","monkey","boat","boat","item_l","vehicles",1,NA,NA,NA,NA,NA,"b3d1875b5d01b59f5b4d950f56896580"
"572","distribution",4,"Elephant","training","5","c(4, 2, 0)","vehicles","mammals","furniture","chair","bear","truck","bear","bear","item_m","mammals",1,NA,NA,NA,NA,NA,"b3d1875b5d01b59f5b4d950f56896580"
"573","distribution",4,"Elephant","training","6","c(4, 2, 0)","vehicles","mammals","furniture","table","dog","car","car","car","item_r","vehicles",1,NA,NA,NA,NA,NA,"b3d1875b5d01b59f5b4d950f56896580"
"574","distribution",4,"Elephant","test","choice","c(4, 2, 0)","vehicles","mammals","furniture","sofa","elephant","bus",NA,"bus","item_r","vehicles",NA,1,0,0,"vehicles",1,"b3d1875b5d01b59f5b4d950f56896580"
"575","distribution",5,"Monkey","training","1","c(2, 2, 2)","mammals","furniture","clothes","shirt","closet","dog","shirt","shirt","item_l","clothes",1,NA,NA,NA,NA,NA,"b3d1875b5d01b59f5b4d950f56896580"
"576","distribution",5,"Monkey","training","2","c(2, 2, 2)","mammals","furniture","clothes","cow","table","skirt","table","table","item_m","furniture",1,NA,NA,NA,NA,NA,"b3d1875b5d01b59f5b4d950f56896580"
"577","distribution",5,"Monkey","training","3","c(2, 2, 2)","mammals","furniture","clothes","horse","jacket","stool","horse","horse","item_l","mammals",1,NA,NA,NA,NA,NA,"b3d1875b5d01b59f5b4d950f56896580"
"578","distribution",5,"Monkey","training","4","c(2, 2, 2)","mammals","furniture","clothes","sofa","cat","socks","cat","cat","item_m","mammals",1,NA,NA,NA,NA,NA,"b3d1875b5d01b59f5b4d950f56896580"
"579","distribution",5,"Monkey","training","5","c(2, 2, 2)","mammals","furniture","clothes","chair","elephant","shoes","chair","chair","item_l","furniture",1,NA,NA,NA,NA,NA,"b3d1875b5d01b59f5b4d950f56896580"
"580","distribution",5,"Monkey","training","6","c(2, 2, 2)","mammals","furniture","clothes","monkey","bed","dress","dress","dress","item_r","clothes",1,NA,NA,NA,NA,NA,"b3d1875b5d01b59f5b4d950f56896580"
"581","distribution",5,"Monkey","test","choice","c(2, 2, 2)","mammals","furniture","clothes","pants","bear","lamp",NA,"lamp","item_r","furniture",NA,0,1,0,"clothes",0,"b3d1875b5d01b59f5b4d950f56896580"
"582","distribution",6,"Sheep","training","1","c(2, 2, 2)","furniture","clothes","fruits","strawberry","lamp","socks","socks","socks","item_r","clothes",1,NA,NA,NA,NA,NA,"b3d1875b5d01b59f5b4d950f56896580"
"583","distribution",6,"Sheep","training","2","c(2, 2, 2)","furniture","clothes","fruits","pants","table","grapes","grapes","grapes","item_r","fruits",1,NA,NA,NA,NA,NA,"b3d1875b5d01b59f5b4d950f56896580"
"584","distribution",6,"Sheep","training","3","c(2, 2, 2)","furniture","clothes","fruits","bed","apple","shirt","apple","apple","item_m","fruits",1,NA,NA,NA,NA,NA,"b3d1875b5d01b59f5b4d950f56896580"
"585","distribution",6,"Sheep","training","4","c(2, 2, 2)","furniture","clothes","fruits","stool","melon","dress","stool","stool","item_l","furniture",1,NA,NA,NA,NA,NA,"b3d1875b5d01b59f5b4d950f56896580"
"586","distribution",6,"Sheep","training","5","c(2, 2, 2)","furniture","clothes","fruits","drawer","orange","shoes","shoes","shoes","item_r","clothes",1,NA,NA,NA,NA,NA,"b3d1875b5d01b59f5b4d950f56896580"
"587","distribution",6,"Sheep","training","6","c(2, 2, 2)","furniture","clothes","fruits","sofa","skirt","pineapple","sofa","sofa","item_l","furniture",1,NA,NA,NA,NA,NA,"b3d1875b5d01b59f5b4d950f56896580"
"588","distribution",6,"Sheep","test","choice","c(2, 2, 2)","furniture","clothes","fruits","jacket","banana","closet",NA,"closet","item_r","furniture",NA,1,0,0,"furniture",1,"b3d1875b5d01b59f5b4d950f56896580"
"589","distribution",1,"Mouse","training","1","c(2, 2, 2)","instruments","clothes","furniture","shoes","drawer","flute","shoes","shoes","item_l","clothes",1,NA,NA,NA,NA,NA,"bf684e7144d19113ae7e28642c3cb5a3"
"590","distribution",1,"Mouse","training","2","c(2, 2, 2)","instruments","clothes","furniture","stool","pants","guitar","guitar","guitar","item_r","instruments",1,NA,NA,NA,NA,NA,"bf684e7144d19113ae7e28642c3cb5a3"
"591","distribution",1,"Mouse","training","3","c(2, 2, 2)","instruments","clothes","furniture","bed","jacket","piano","bed","bed","item_l","furniture",1,NA,NA,NA,NA,NA,"bf684e7144d19113ae7e28642c3cb5a3"
"592","distribution",1,"Mouse","training","4","c(2, 2, 2)","instruments","clothes","furniture","dress","violin","chair","chair","chair","item_r","furniture",1,NA,NA,NA,NA,NA,"bf684e7144d19113ae7e28642c3cb5a3"
"593","distribution",1,"Mouse","training","5","c(2, 2, 2)","instruments","clothes","furniture","lamp","xylophone","socks","xylophone","xylophone","item_m","instruments",1,NA,NA,NA,NA,NA,"bf684e7144d19113ae7e28642c3cb5a3"
"594","distribution",1,"Mouse","training","6","c(2, 2, 2)","instruments","clothes","furniture","drum","table","shirt","shirt","shirt","item_r","clothes",1,NA,NA,NA,NA,NA,"bf684e7144d19113ae7e28642c3cb5a3"
"595","distribution",1,"Mouse","test","choice","c(2, 2, 2)","instruments","clothes","furniture","trumpet","sofa","skirt",NA,"sofa","item_m","furniture",NA,0,0,1,"clothes",0,"bf684e7144d19113ae7e28642c3cb5a3"
"596","distribution",2,"Elephant","training","1","c(4, 2, 0)","clothes","furniture","fruits","shirt","melon","stool","shirt","shirt","item_l","clothes",1,NA,NA,NA,NA,NA,"bf684e7144d19113ae7e28642c3cb5a3"
"597","distribution",2,"Elephant","training","2","c(4, 2, 0)","clothes","furniture","fruits","sofa","socks","grapes","socks","socks","item_m","clothes",1,NA,NA,NA,NA,NA,"bf684e7144d19113ae7e28642c3cb5a3"
"598","distribution",2,"Elephant","training","3","c(4, 2, 0)","clothes","furniture","fruits","jacket","apple","drawer","jacket","jacket","item_l","clothes",1,NA,NA,NA,NA,NA,"bf684e7144d19113ae7e28642c3cb5a3"
"599","distribution",2,"Elephant","training","4","c(4, 2, 0)","clothes","furniture","fruits","orange","bed","dress","bed","bed","item_m","furniture",1,NA,NA,NA,NA,NA,"bf684e7144d19113ae7e28642c3cb5a3"
"600","distribution",2,"Elephant","training","5","c(4, 2, 0)","clothes","furniture","fruits","skirt","pineapple","chair","chair","chair","item_r","furniture",1,NA,NA,NA,NA,NA,"bf684e7144d19113ae7e28642c3cb5a3"
"601","distribution",2,"Elephant","training","6","c(4, 2, 0)","clothes","furniture","fruits","strawberry","lamp","pants","pants","pants","item_r","clothes",1,NA,NA,NA,NA,NA,"bf684e7144d19113ae7e28642c3cb5a3"
"602","distribution",2,"Elephant","test","choice","c(4, 2, 0)","clothes","furniture","fruits","banana","closet","shoes",NA,"banana","item_l","fruits",NA,0,0,1,"clothes",0,"bf684e7144d19113ae7e28642c3cb5a3"
"603","distribution",3,"Monkey","training","1","c(6, 0, 0)","furniture","fruits","mammals","closet","horse","strawberry","closet","closet","item_l","furniture",1,NA,NA,NA,NA,NA,"bf684e7144d19113ae7e28642c3cb5a3"
"604","distribution",3,"Monkey","training","2","c(6, 0, 0)","furniture","fruits","mammals","sofa","apple","dog","sofa","sofa","item_l","furniture",1,NA,NA,NA,NA,NA,"bf684e7144d19113ae7e28642c3cb5a3"
"605","distribution",3,"Monkey","training","3","c(6, 0, 0)","furniture","fruits","mammals","bear","bed","banana","bed","bed","item_m","furniture",1,NA,NA,NA,NA,NA,"bf684e7144d19113ae7e28642c3cb5a3"
"606","distribution",3,"Monkey","training","4","c(6, 0, 0)","furniture","fruits","mammals","stool","melon","cat","stool","stool","item_l","furniture",1,NA,NA,NA,NA,NA,"bf684e7144d19113ae7e28642c3cb5a3"
"607","distribution",3,"Monkey","training","5","c(6, 0, 0)","furniture","fruits","mammals","table","elephant","orange","table","table","item_l","furniture",1,NA,NA,NA,NA,NA,"bf684e7144d19113ae7e28642c3cb5a3"
"608","distribution",3,"Monkey","training","6","c(6, 0, 0)","furniture","fruits","mammals","chair","pineapple","monkey","chair","chair","item_l","furniture",1,NA,NA,NA,NA,NA,"bf684e7144d19113ae7e28642c3cb5a3"
"609","distribution",3,"Monkey","test","choice","c(6, 0, 0)","furniture","fruits","mammals","drawer","grapes","cow",NA,"drawer","item_l","furniture",NA,1,0,0,"furniture",1,"bf684e7144d19113ae7e28642c3cb5a3"
"610","distribution",4,"Pig","training","1","c(2, 2, 2)","fruits","mammals","vehicles","train","apple","cow","apple","apple","item_m","fruits",1,NA,NA,NA,NA,NA,"bf684e7144d19113ae7e28642c3cb5a3"
"611","distribution",4,"Pig","training","2","c(2, 2, 2)","fruits","mammals","vehicles","boat","melon","cat","melon","melon","item_m","fruits",1,NA,NA,NA,NA,NA,"bf684e7144d19113ae7e28642c3cb5a3"
"612","distribution",4,"Pig","training","3","c(2, 2, 2)","fruits","mammals","vehicles","car","grapes","elephant","car","car","item_l","vehicles",1,NA,NA,NA,NA,NA,"bf684e7144d19113ae7e28642c3cb5a3"
"613","distribution",4,"Pig","training","4","c(2, 2, 2)","fruits","mammals","vehicles","dog","strawberry","airplane","dog","dog","item_l","mammals",1,NA,NA,NA,NA,NA,"bf684e7144d19113ae7e28642c3cb5a3"
"614","distribution",4,"Pig","training","5","c(2, 2, 2)","fruits","mammals","vehicles","pineapple","bus","bear","bear","bear","item_r","mammals",1,NA,NA,NA,NA,NA,"bf684e7144d19113ae7e28642c3cb5a3"
"615","distribution",4,"Pig","training","6","c(2, 2, 2)","fruits","mammals","vehicles","motorbike","monkey","orange","motorbike","motorbike","item_l","vehicles",1,NA,NA,NA,NA,NA,"bf684e7144d19113ae7e28642c3cb5a3"
"616","distribution",4,"Pig","test","choice","c(2, 2, 2)","fruits","mammals","vehicles","truck","horse","banana",NA,"truck","item_l","vehicles",NA,0,0,1,"vehicles",1,"bf684e7144d19113ae7e28642c3cb5a3"
"617","distribution",5,"Tiger","training","1","c(6, 0, 0)","mammals","vehicles","instruments","trumpet","truck","bear","bear","bear","item_r","mammals",1,NA,NA,NA,NA,NA,"bf684e7144d19113ae7e28642c3cb5a3"
"618","distribution",5,"Tiger","training","2","c(6, 0, 0)","mammals","vehicles","instruments","train","monkey","drum","monkey","monkey","item_m","mammals",1,NA,NA,NA,NA,NA,"bf684e7144d19113ae7e28642c3cb5a3"
"619","distribution",5,"Tiger","training","3","c(6, 0, 0)","mammals","vehicles","instruments","violin","motorbike","dog","dog","dog","item_r","mammals",1,NA,NA,NA,NA,NA,"bf684e7144d19113ae7e28642c3cb5a3"
"620","distribution",5,"Tiger","training","4","c(6, 0, 0)","mammals","vehicles","instruments","xylophone","elephant","car","elephant","elephant","item_m","mammals",1,NA,NA,NA,NA,NA,"bf684e7144d19113ae7e28642c3cb5a3"
"621","distribution",5,"Tiger","training","5","c(6, 0, 0)","mammals","vehicles","instruments","bus","piano","cow","cow","cow","item_r","mammals",1,NA,NA,NA,NA,NA,"bf684e7144d19113ae7e28642c3cb5a3"
"622","distribution",5,"Tiger","training","6","c(6, 0, 0)","mammals","vehicles","instruments","flute","cat","boat","cat","cat","item_m","mammals",1,NA,NA,NA,NA,NA,"bf684e7144d19113ae7e28642c3cb5a3"
"623","distribution",5,"Tiger","test","choice","c(6, 0, 0)","mammals","vehicles","instruments","horse","guitar","airplane",NA,"horse","item_l","mammals",NA,1,0,0,"mammals",1,"bf684e7144d19113ae7e28642c3cb5a3"
"624","distribution",6,"Beaver","training","1","c(4, 2, 0)","vehicles","instruments","clothes","drum","car","socks","car","car","item_m","vehicles",1,NA,NA,NA,NA,NA,"bf684e7144d19113ae7e28642c3cb5a3"
"625","distribution",6,"Beaver","training","2","c(4, 2, 0)","vehicles","instruments","clothes","dress","xylophone","airplane","xylophone","xylophone","item_m","instruments",1,NA,NA,NA,NA,NA,"bf684e7144d19113ae7e28642c3cb5a3"
"626","distribution",6,"Beaver","training","3","c(4, 2, 0)","vehicles","instruments","clothes","flute","train","shoes","flute","flute","item_l","instruments",1,NA,NA,NA,NA,NA,"bf684e7144d19113ae7e28642c3cb5a3"
"627","distribution",6,"Beaver","training","4","c(4, 2, 0)","vehicles","instruments","clothes","jacket","piano","truck","truck","truck","item_r","vehicles",1,NA,NA,NA,NA,NA,"bf684e7144d19113ae7e28642c3cb5a3"
"628","distribution",6,"Beaver","training","5","c(4, 2, 0)","vehicles","instruments","clothes","boat","pants","guitar","boat","boat","item_l","vehicles",1,NA,NA,NA,NA,NA,"bf684e7144d19113ae7e28642c3cb5a3"
"629","distribution",6,"Beaver","training","6","c(4, 2, 0)","vehicles","instruments","clothes","violin","shirt","motorbike","motorbike","motorbike","item_r","vehicles",1,NA,NA,NA,NA,NA,"bf684e7144d19113ae7e28642c3cb5a3"
"630","distribution",6,"Beaver","test","choice","c(4, 2, 0)","vehicles","instruments","clothes","skirt","trumpet","bus",NA,"trumpet","item_m","instruments",NA,0,1,0,"vehicles",0,"bf684e7144d19113ae7e28642c3cb5a3"
"631","distribution",1,"Dog","training","1","c(6, 0, 0)","vehicles","mammals","clothes","elephant","motorbike","pants","motorbike","motorbike","item_m","vehicles",1,NA,NA,NA,NA,NA,"af0e6b79599dd36cb33fce25b9e55084"
"632","distribution",1,"Dog","training","2","c(6, 0, 0)","vehicles","mammals","clothes","monkey","jacket","airplane","airplane","airplane","item_r","vehicles",1,NA,NA,NA,NA,NA,"af0e6b79599dd36cb33fce25b9e55084"
"633","distribution",1,"Dog","training","3","c(6, 0, 0)","vehicles","mammals","clothes","horse","shoes","truck","truck","truck","item_r","vehicles",1,NA,NA,NA,NA,NA,"af0e6b79599dd36cb33fce25b9e55084"
"634","distribution",1,"Dog","training","4","c(6, 0, 0)","vehicles","mammals","clothes","boat","cat","dress","boat","boat","item_l","vehicles",1,NA,NA,NA,NA,NA,"af0e6b79599dd36cb33fce25b9e55084"
"635","distribution",1,"Dog","training","5","c(6, 0, 0)","vehicles","mammals","clothes","dog","skirt","car","car","car","item_r","vehicles",1,NA,NA,NA,NA,NA,"af0e6b79599dd36cb33fce25b9e55084"
"636","distribution",1,"Dog","training","6","c(6, 0, 0)","vehicles","mammals","clothes","train","bear","socks","train","train","item_l","vehicles",1,NA,NA,NA,NA,NA,"af0e6b79599dd36cb33fce25b9e55084"
"637","distribution",1,"Dog","test","choice","c(6, 0, 0)","vehicles","mammals","clothes","bus","cow","shirt",NA,"bus","item_l","vehicles",NA,1,0,0,"vehicles",1,"af0e6b79599dd36cb33fce25b9e55084"
"638","distribution",2,"Cat","training","1","c(2, 2, 2)","mammals","clothes","furniture","elephant","skirt","chair","skirt","skirt","item_m","clothes",1,NA,NA,NA,NA,NA,"af0e6b79599dd36cb33fce25b9e55084"
"639","distribution",2,"Cat","training","2","c(2, 2, 2)","mammals","clothes","furniture","shirt","sofa","cat","sofa","sofa","item_m","furniture",1,NA,NA,NA,NA,NA,"af0e6b79599dd36cb33fce25b9e55084"
